,User-ID,Location,Age
112,5385,usa,30
113,5439,usa,66
114,5476,other,35
115,5483,malaysia,20
116,5499,other,60
117,5539,usa,32
118,5543,usa,29
119,5582,usa,26
120,5609,romania,25
121,5669,usa,35
122,5694,usa,43
123,5709,malaysia,15
124,5728,usa,22
125,5834,germany,26
126,5899,germany,25
127,5903,austria,25
128,5956,usa,27
129,5963,usa,38
130,6007,canada,35
131,6051,usa,33
132,6073,usa,28
133,6092,unitedkingdom,35
134,6102,usa,28
135,6115,usa,35
136,6120,usa,36
137,6238,unitedkingdom,38
138,6242,canada,35
139,6280,spain,46
140,6323,usa,35
141,6330,other,37
142,6333,usa,45
143,6345,usa,29
144,6366,spain,20
145,6431,usa,30
146,6432,canada,21
147,6532,canada,35
148,6537,other,28
149,6543,usa,34
150,6563,usa,31
151,6564,portugal,37
152,6566,usa,35
153,6577,usa,62
154,6604,usa,48
155,6611,romania,22
156,6662,canada,31
157,6671,usa,54
158,6731,usa,29
159,6772,other,35
160,6789,usa,35
161,6865,usa,40
162,6866,france,51
163,6900,usa,25
164,7082,usa,35
165,7105,unitedkingdom,35
166,7125,usa,28
167,7128,usa,8
168,7134,usa,23
169,7158,usa,30
170,7181,spain,24
171,7210,canada,35
172,7283,usa,30
173,7286,usa,28
174,7312,usa,23
175,7341,usa,35
176,7371,canada,26
177,7426,usa,35
178,7569,usa,22
179,7620,usa,21
180,7637,canada,28
181,7841,usa,35
182,7864,malaysia,17
183,7887,usa,23
184,7915,usa,35
185,7958,portugal,27
186,8019,canada,35
187,8066,usa,35
188,8067,usa,26
189,8167,other,39
190,8234,usa,44
191,8245,usa,31
192,8250,usa,34
193,8253,usa,26
194,8255,usa,47
195,8284,usa,28
196,8314,usa,36
197,8323,usa,48
198,8362,usa,28
199,8454,usa,35
200,8487,usa,30
201,8529,spain,35
202,8584,usa,35
203,8672,usa,17
204,8680,usa,2
205,8681,usa,34
206,8687,romania,28
207,8695,usa,35
208,8734,usa,35
209,8782,canada,35
210,8801,usa,24
211,8839,canada,35
212,8864,usa,26
213,8870,usa,45
214,8872,usa,65
215,8890,france,47
216,8935,usa,35
217,8936,usa,18
218,8937,other,37
219,8971,germany,27
220,9029,spain,35
221,9141,usa,65
222,9143,spain,47
223,9177,unitedkingdom,26
224,9227,usa,24
225,9289,usa,35
226,9313,portugal,35
227,9341,other,33
228,9354,usa,30
229,9357,usa,35
230,9381,unitedkingdom,35
231,9408,usa,34
232,9417,canada,26
233,9454,usa,35
234,9571,germany,27
235,9574,usa,33
236,9613,usa,34
237,9660,usa,35
238,9747,usa,35
239,9856,usa,22
240,9908,usa,36
241,10001,usa,47
242,10030,usa,66
243,10067,england,61
244,10118,usa,44
245,10199,australia,17
246,10241,usa,27
247,10314,usa,35
248,10315,canada,18
249,10354,usa,15
250,10447,usa,35
251,10532,unitedkingdom,29
252,10560,usa,27
253,10590,malaysia,22
254,10619,usa,33
255,10716,usa,54
256,10819,usa,27
257,10946,canada,35
258,10949,usa,35
259,10965,sweden,22
260,11120,finland,58
261,11198,germany,45
262,11224,usa,51
263,11245,canada,35
264,11362,canada,35
265,11399,other,35
266,11400,canada,49
267,11529,usa,35
268,11629,usa,21
269,11638,usa,35
270,11657,usa,25
271,11687,canada,47
272,11690,germany,30
273,11709,usa,29
274,11718,usa,35
275,11724,usa,42
276,11788,usa,30
277,11817,usa,35
278,11832,usa,35
279,11916,usa,35
280,11944,portugal,21
281,11993,usa,37
282,12100,philippines,26
283,12112,usa,40
284,12143,usa,51
285,12154,usa,41
286,12189,spain,24
287,12194,usa,35
288,12238,usa,31
289,12272,romania,18
290,12331,greece,31
291,12515,usa,35
292,12537,other,35
293,12569,malaysia,22
294,12680,usa,20
295,12692,usa,35
296,12702,usa,31
297,12734,usa,57
298,12784,usa,57
299,12811,usa,35
300,12824,usa,18
301,12828,unitedkingdom,35
302,12835,germany,38
303,12863,unitedkingdom,29
304,12917,usa,24
305,12945,canada,30
306,12982,spain,41
307,12990,usa,58
308,13032,germany,35
309,13080,canada,22
310,13082,usa,35
311,13093,spain,29
312,13104,usa,25
313,13126,india,21
314,13173,usa,55
315,13221,canada,45
316,13273,usa,35
317,13279,usa,35
318,13280,usa,65
319,13331,usa,58
320,13347,spain,49
321,13518,usa,27
322,13540,other,15
323,13551,usa,35
324,13582,portugal,29
325,13600,greece,35
326,13604,usa,51
327,13607,usa,31
328,13664,usa,35
329,13666,usa,54
330,13682,usa,31
331,13850,usa,28
332,13935,usa,36
333,13995,australia,35
334,14049,canada,35
335,14079,spain,41
336,14087,usa,31
337,14173,canada,35
338,14180,usa,35
339,14230,usa,30
340,14232,france,23
341,14281,usa,35
342,14326,usa,35
343,14374,usa,57
344,14387,unitedkingdom,35
345,14422,usa,35
346,14449,canada,72
347,14451,portugal,26
348,14456,canada,27
349,14461,germany,31
350,14573,usa,19
351,14638,france,33
352,14667,usa,35
353,14698,usa,35
354,14744,usa,27
355,14768,usa,24
356,14897,japan,24
357,14966,usa,35
358,15021,usa,37
359,15049,usa,28
360,15076,usa,23
361,15093,usa,21
362,15135,usa,33
363,15185,spain,20
364,15208,usa,35
365,15276,usa,35
366,15361,usa,39
367,15367,usa,35
368,15418,spain,23
369,15497,usa,38
370,15589,france,35
371,15602,usa,21
372,15651,usa,23
373,15654,usa,29
374,15670,usa,35
375,15819,usa,35
376,15918,unitedkingdom,23
377,15936,usa,59
378,15945,usa,36
379,15957,australia,27
380,15964,usa,26
381,16005,usa,30
382,16009,usa,25
383,16036,usa,35
384,16046,usa,35
385,16106,usa,44
386,16110,usa,35
387,16121,usa,37
388,16155,malaysia,47
389,16161,australia,28
390,16220,italy,30
391,16237,usa,48
392,16244,other,35
393,16246,japan,32
394,16258,usa,40
395,16263,usa,35
396,16319,australia,43
397,16413,usa,35
398,16417,usa,35
399,16488,usa,36
400,16504,malaysia,28
401,16545,usa,35
402,16599,usa,33
403,16601,usa,40
404,16654,spain,35
405,16718,usa,29
406,16721,canada,35
407,16730,canada,71
408,16759,usa,34
409,16777,usa,30
410,16781,usa,35
411,16818,usa,35
412,16835,usa,28
413,16867,germany,25
414,16871,usa,26
415,16877,usa,37
416,16908,usa,55
417,16916,usa,53
418,16943,australia,35
419,16949,usa,49
420,16982,newzealand,35
421,16996,usa,23
422,16999,usa,48
423,17003,usa,35
424,17058,usa,35
425,17172,spain,28
426,17177,usa,67
427,17183,spain,23
428,17190,usa,31
429,17224,unitedkingdom,35
430,17282,usa,38
431,17391,usa,35
432,17402,usa,35
433,17460,other,35
434,17507,ireland,37
435,17645,usa,35
436,17667,usa,33
437,17761,usa,35
438,17859,usa,43
439,17894,usa,47
440,17926,usa,35
441,17950,malaysia,32
442,17970,usa,40
443,18038,usa,29
444,18067,malaysia,33
445,18082,usa,38
446,18095,usa,30
447,18096,other,35
448,18155,australia,26
449,18167,usa,34
450,18172,usa,36
451,18250,usa,31
452,18254,canada,34
453,18309,france,34
454,18311,usa,35
455,18322,usa,35
456,18323,usa,41
457,18366,usa,33
458,18384,spain,37
459,18395,usa,44
460,18401,other,35
461,18439,usa,38
462,18519,usa,35
463,18714,usa,31
464,18850,germany,28
465,18852,spain,44
466,18963,usa,35
467,18979,usa,36
468,18995,usa,35
469,19018,other,25
470,19019,other,38
471,19022,usa,35
472,19085,usa,60
473,19145,usa,35
474,19220,usa,47
475,19233,usa,35
476,19336,usa,35
477,19422,usa,37
478,19493,other,35
479,19522,usa,54
480,19570,usa,63
481,19571,usa,35
482,19573,usa,69
483,19605,usa,35
484,19664,usa,19
485,19681,usa,44
486,19695,usa,35
487,19711,usa,35
488,19753,usa,14
489,19760,usa,23
490,19842,usa,35
491,19969,usa,44
492,19970,usa,34
493,19972,usa,39
494,19974,unitedkingdom,30
495,20005,usa,22
496,20060,usa,48
497,20062,austria,25
498,20119,other,51
499,20147,usa,35
500,20149,usa,53
501,20172,usa,27
502,20180,usa,36
503,20201,usa,31
504,20245,usa,35
505,20265,usa,29
506,20294,usa,35
507,20332,usa,39
508,20336,usa,32
509,20345,canada,22
510,20347,france,45
511,20401,austria,25
512,20409,usa,51
513,20446,newzealand,38
514,20448,usa,35
515,20462,usa,35
516,20561,usa,40
517,20627,usa,35
518,20680,usa,41
519,20703,usa,35
520,20755,usa,35
521,20794,usa,31
522,20845,germany,35
523,20846,germany,35
524,20851,germany,35
525,20852,germany,35
526,20859,germany,35
527,20961,canada,47
528,20971,usa,20
529,21011,usa,44
530,21031,usa,36
531,21049,usa,55
532,21116,usa,35
533,21155,germany,37
534,21202,usa,67
535,21229,canada,35
536,21231,usa,35
537,21252,usa,28
538,21343,australia,40
539,21356,usa,56
540,21364,usa,32
541,21370,usa,36
542,21404,canada,35
543,21484,usa,21
544,21540,canada,35
545,21575,usa,14
546,21576,usa,31
547,21593,usa,31
548,21618,usa,24
549,21659,usa,31
550,21660,usa,52
551,21684,usa,37
552,21708,usa,44
553,21750,usa,37
554,21774,italy,21
555,21860,usa,35
556,21875,usa,43
557,21903,other,35
558,21912,unitedkingdom,35
559,21937,usa,40
560,22022,usa,35
561,22023,canada,35
562,22045,usa,35
563,22062,usa,52
564,22074,usa,35
565,22089,usa,25
566,22107,usa,45
567,22126,canada,31
568,22154,usa,36
569,22200,india,36
570,22252,usa,38
571,22338,usa,33
572,22362,usa,31
573,22365,usa,51
574,22409,usa,28
575,22495,usa,29
576,22521,usa,18
577,22532,canada,36
578,22547,sweden,35
579,22624,usa,28
580,22625,usa,54
581,22648,france,35
582,22710,germany,33
583,22773,usa,35
584,22813,canada,35
585,22818,usa,28
586,22885,unitedkingdom,30
587,22900,usa,35
588,22912,usa,37
589,22981,france,23
590,22991,germany,42
591,23065,usa,26
592,23070,usa,24
593,23124,italy,22
594,23128,usa,40
595,23288,canada,35
596,23408,usa,35
597,23493,usa,35
598,23511,usa,56
599,23547,usa,26
600,23571,usa,41
601,23582,usa,37
602,23619,usa,34
603,23631,usa,57
604,23652,usa,35
605,23659,usa,41
606,23680,other,35
607,23699,usa,25
608,23771,usa,35
609,23816,usa,41
610,23847,usa,36
611,23871,usa,35
612,23872,usa,22
613,23933,usa,43
614,23997,usa,35
615,24090,usa,59
616,24167,usa,35
617,24172,australia,45
618,24186,usa,36
619,24188,usa,35
620,24191,usa,35
621,24193,usa,33
622,24194,usa,20
623,24379,usa,25
624,24391,usa,55
625,24433,netherlands,37
626,24452,usa,42
627,24462,spain,1
628,24525,usa,28
629,24539,spain,35
630,24544,usa,40
631,24624,usa,38
632,24627,usa,36
633,24641,usa,35
634,24694,canada,35
635,24733,usa,32
636,24767,usa,28
637,24778,unitedkingdom,35
638,24835,usa,51
639,24838,canada,35
640,24846,usa,56
641,24878,canada,35
642,24933,usa,44
643,24934,usa,35
644,24941,usa,13
645,24945,germany,22
646,24995,usa,56
647,25009,usa,39
648,25041,germany,35
649,25103,usa,29
650,25131,usa,35
651,25216,usa,33
652,25253,usa,47
653,25261,usa,67
654,25311,usa,35
655,25359,usa,38
656,25395,usa,65
657,25409,usa,31
658,25410,usa,35
659,25436,france,30
660,25466,france,33
661,25533,unitedkingdom,38
662,25583,usa,35
663,25601,usa,41
664,25604,usa,35
665,25630,usa,46
666,25674,usa,35
667,25695,usa,32
668,25700,usa,35
669,25792,canada,29
670,25804,canada,35
671,25827,usa,33
672,25850,usa,50
673,25890,usa,35
674,25916,usa,24
675,25919,usa,35
676,25930,usa,35
677,25966,usa,35
678,25996,usa,36
679,26057,canada,18
680,26084,usa,21
681,26120,unitedkingdom,31
682,26124,luxembourg,32
683,26133,usa,38
684,26145,usa,24
685,26153,usa,42
686,26182,usa,30
687,26196,usa,17
688,26231,canada,36
689,26240,usa,35
690,26346,usa,60
691,26371,canada,65
692,26385,canada,30
693,26443,france,27
694,26487,usa,44
695,26516,usa,67
696,26517,usa,35
697,26538,usa,32
698,26579,usa,35
699,26583,canada,35
700,26593,usa,35
701,26598,usa,35
702,26616,usa,20
703,26620,other,35
704,26621,usa,35
705,26624,usa,35
706,26628,usa,35
707,26711,usa,35
708,26713,usa,39
709,26730,usa,13
710,26756,usa,35
711,26774,usa,35
712,26813,italy,28
713,26831,usa,28
714,26883,austria,35
715,26949,unitedkingdom,35
716,27091,usa,21
717,27140,usa,49
718,27169,usa,35
719,27193,usa,29
720,27363,unitedkingdom,30
721,27383,usa,59
722,27462,usa,35
723,27472,usa,41
724,27551,usa,56
725,27593,spain,35
726,27617,canada,32
727,27647,portugal,35
728,27650,australia,27
729,27704,usa,35
730,27740,usa,57
731,27788,newzealand,35
732,27812,usa,33
733,27813,usa,34
734,27875,usa,35
735,27888,usa,35
736,27947,usa,28
737,28016,usa,31
738,28076,usa,25
739,28139,usa,35
740,28177,usa,26
741,28222,usa,23
742,28255,other,23
743,28360,usa,15
744,28451,usa,31
745,28454,usa,50
746,28481,usa,35
747,28488,spain,41
748,28492,unitedkingdom,31
749,28523,usa,24
750,28537,germany,29
751,28591,usa,33
752,28594,canada,18
753,28602,canada,35
754,28619,usa,35
755,28634,usa,28
756,28663,spain,35
757,28666,usa,31
758,28667,usa,26
759,28735,germany,58
760,28820,usa,35
761,28865,usa,39
762,28877,usa,68
763,28938,usa,38
764,28980,usa,11
765,29000,usa,44
766,29070,newzealand,37
767,29094,usa,35
768,29101,usa,38
769,29209,usa,35
770,29306,usa,48
771,29387,usa,35
772,29419,usa,35
773,29497,other,35
774,29526,usa,26
775,29570,slovenia,24
776,29702,other,52
777,29743,usa,22
778,29806,usa,35
779,29855,usa,53
780,29905,usa,33
781,29915,usa,38
782,29974,usa,35
783,30029,usa,37
784,30035,canada,37
785,30052,usa,35
786,30072,usa,11
787,30081,usa,25
788,30125,usa,15
789,30127,usa,35
790,30144,usa,35
791,30245,usa,41
792,30246,other,35
793,30261,usa,27
794,30273,usa,25
795,30312,usa,25
796,30319,usa,41
797,30324,canada,33
798,30333,usa,35
799,30385,unitedkingdom,31
800,30411,unitedkingdom,35
801,30445,other,23
802,30461,usa,35
803,30487,usa,40
804,30495,usa,19
805,30509,unitedkingdom,51
806,30511,netherlands,35
807,30531,usa,23
808,30533,usa,35
809,30555,usa,22
810,30590,unitedkingdom,35
811,30594,usa,25
812,30650,other,78
813,30667,usa,24
814,30711,australia,32
815,30712,unitedkingdom,35
816,30716,usa,23
817,30727,germany,26
818,30735,usa,35
819,30744,usa,31
820,30746,usa,35
821,30749,usa,35
822,30770,unitedkingdom,39
823,30779,canada,18
824,30795,usa,24
825,30806,canada,24
826,30810,germany,35
827,30824,usa,45
828,30838,usa,56
829,30887,usa,38
830,30889,other,35
831,30898,usa,43
832,30925,usa,41
833,30939,usa,35
834,30971,usa,67
835,30972,usa,47
836,30979,usa,41
837,30985,usa,35
838,30994,usa,35
839,31008,unitedkingdom,29
840,31010,usa,60
841,31040,usa,35
842,31049,usa,35
843,31050,usa,35
844,31080,usa,26
845,31082,other,35
846,31094,usa,35
847,31099,usa,29
848,31102,usa,57
849,31134,usa,35
850,31136,other,35
851,31139,canada,36
852,31172,usa,48
853,31226,bulgaria,33
854,31229,portugal,35
855,31256,usa,35
856,31268,usa,35
857,31308,usa,38
858,31343,usa,75
859,31355,usa,44
860,31391,usa,38
861,31392,usa,35
862,31393,usa,35
863,31412,usa,36
864,31466,canada,26
865,31468,usa,33
866,31471,usa,35
867,31551,usa,35
868,31594,usa,30
869,31609,usa,44
870,31611,usa,44
871,31614,usa,35
872,31652,usa,35
873,31681,unitedkingdom,35
874,31688,usa,35
875,31740,usa,35
876,31742,usa,35
877,31816,usa,36
878,31838,usa,42
879,31846,usa,35
880,31860,usa,35
881,31900,usa,12
882,31919,usa,52
883,31948,usa,49
884,31950,australia,34
885,31978,usa,56
886,31987,usa,36
887,32034,usa,50
888,32039,usa,40
889,32049,usa,33
890,32110,usa,29
891,32122,usa,24
892,32148,canada,35
893,32159,usa,35
894,32188,usa,51
895,32211,usa,35
896,32250,canada,29
897,32329,usa,30
898,32440,newzealand,35
899,32444,canada,22
900,32467,usa,17
901,32516,usa,44
902,32541,usa,35
903,32569,canada,19
904,32575,australia,23
905,32599,usa,17
906,32627,usa,49
907,32721,france,36
908,32793,canada,22
909,32802,canada,35
910,32955,canada,53
911,32964,usa,37
912,33021,usa,40
913,33036,usa,31
914,33114,spain,44
915,33124,canada,35
916,33145,france,30
917,33179,other,35
918,33200,usa,44
919,33203,usa,35
920,33270,usa,36
921,33281,usa,20
922,33283,canada,26
923,33307,spain,29
924,33319,canada,24
925,33345,usa,49
926,33422,usa,35
927,33442,usa,35
928,33461,usa,21
929,33474,usa,35
930,33487,australia,26
931,33517,unitedkingdom,47
932,33580,usa,27
933,33614,usa,36
934,33816,canada,33
935,33818,canada,29
936,33826,usa,35
937,33832,usa,35
938,33862,usa,35
939,33888,unitedkingdom,48
940,33933,usa,35
941,33943,france,25
942,33958,other,35
943,33980,usa,18
944,33999,usa,51
945,34075,usa,25
946,34087,other,35
947,34152,germany,22
948,34215,australia,28
949,34300,canada,35
950,34377,canada,54
951,34397,usa,25
952,34501,usa,46
953,34523,usa,35
954,34526,unitedkingdom,35
955,34531,usa,35
956,34566,australia,51
957,34588,usa,35
958,34597,canada,53
959,34600,canada,37
960,34636,usa,35
961,34736,usa,42
962,34752,usa,26
963,34801,usa,47
964,34823,germany,21
965,34864,france,39
966,34932,usa,35
967,34987,usa,37
968,34997,australia,50
969,35030,usa,26
970,35042,other,35
971,35144,usa,69
972,35148,usa,24
973,35185,usa,56
974,35188,usa,35
975,35233,usa,35
976,35257,usa,35
977,35320,australia,24
978,35407,germany,48
979,35433,switzerland,40
980,35445,usa,31
981,35490,germany,31
982,35532,usa,37
983,35704,usa,53
984,35707,germany,35
985,35713,germany,29
986,35718,germany,32
987,35789,usa,35
988,35793,usa,76
989,35809,canada,35
990,35826,usa,35
991,35836,usa,34
992,35910,usa,16
993,35918,usa,35
994,35931,usa,39
995,35951,usa,59
996,35953,usa,37
997,35966,usa,35
998,36003,malaysia,26
999,36043,usa,30
1000,36103,usa,35
1001,36135,usa,35
1002,36157,usa,35
1003,36229,usa,35
1004,36256,usa,39
1005,36299,usa,50
1006,36326,canada,33
1007,36327,usa,35
1008,36441,usa,20
1009,36554,usa,48
1010,36609,usa,32
1011,36673,usa,48
1012,36715,usa,35
1013,36741,canada,24
1014,36749,usa,35
1015,36807,usa,27
1016,36811,usa,51
1017,36817,usa,29
1018,36839,usa,33
1019,36907,canada,39
1020,36935,usa,62
1021,36978,usa,35
1022,36992,australia,35
1023,37019,usa,35
1024,37022,usa,35
1025,37030,usa,42
1026,37113,usa,51
1027,37147,usa,35
1028,37168,usa,46
1029,37185,canada,23
1030,37208,usa,30
1031,37227,usa,27
1032,37235,portugal,22
1033,37239,usa,35
1034,37288,usa,36
1035,37293,canada,41
1036,37300,usa,38
1037,37310,usa,33
1038,37311,usa,35
1039,37400,usa,27
1040,37426,usa,55
1041,37447,usa,35
1042,37454,usa,24
1043,37493,usa,35
1044,37512,usa,27
1045,37527,france,30
1046,37538,malaysia,35
1047,37546,spain,24
1048,37556,usa,35
1049,37567,unitedkingdom,36
1050,37573,usa,33
1051,37597,usa,25
1052,37605,usa,30
1053,37623,usa,32
1054,37644,usa,18
1055,37654,canada,49
1056,37691,finland,26
1057,37712,usa,23
1058,37777,usa,48
1059,37790,canada,35
1060,37798,usa,51
1061,37874,usa,43
1062,37905,australia,37
1063,37929,canada,35
1064,37968,usa,50
1065,37974,usa,35
1066,37975,usa,35
1067,37989,usa,57
1068,38034,usa,26
1069,38176,usa,35
1070,38229,usa,23
1071,38248,usa,33
1072,38273,usa,35
1073,38281,spain,33
1074,38464,unitedkingdom,33
1075,38544,usa,34
1076,38556,canada,35
1077,38589,spain,36
1078,38590,usa,31
1079,38654,canada,17
1080,38660,canada,40
1081,38679,usa,52
1082,38703,usa,49
1083,38718,other,35
1084,38725,canada,35
1085,38762,usa,29
1086,38781,usa,31
1087,38802,finland,23
1088,38832,usa,52
1089,38887,usa,35
1090,38899,canada,35
1091,38933,usa,37
1092,38950,germany,26
1093,38994,usa,32
1094,38995,usa,44
1095,39106,usa,46
1096,39133,usa,44
1097,39159,usa,35
1098,39195,other,38
1099,39219,usa,35
1100,39227,usa,37
1101,39281,usa,45
1102,39345,usa,47
1103,39353,canada,11
1104,39372,usa,68
1105,39379,usa,35
1106,39396,germany,20
1107,39400,spain,48
1108,39441,usa,26
1109,39464,other,35
1110,39467,spain,35
1111,39502,usa,56
1112,39513,canada,35
1113,39527,italy,32
1114,39584,usa,32
1115,39608,canada,35
1116,39616,usa,38
1117,39705,usa,25
1118,39773,usa,49
1119,39974,israel,26
1120,40012,newzealand,44
1121,40043,germany,32
1122,40052,usa,35
1123,40110,usa,35
1124,40222,usa,33
1125,40278,usa,45
1126,40316,usa,59
1127,40330,usa,35
1128,40415,usa,34
1129,40435,usa,24
1130,40471,usa,39
1131,40505,other,35
1132,40553,usa,35
1133,40559,usa,35
1134,40612,usa,25
1135,40617,usa,42
1136,40640,canada,39
1137,40647,unitedkingdom,40
1138,40748,canada,29
1139,40772,usa,49
1140,40796,usa,35
1141,40798,usa,35
1142,40838,usa,54
1143,40888,canada,49
1144,40889,usa,37
1145,40914,usa,28
1146,40922,usa,53
1147,40958,canada,26
1148,41057,canada,51
1149,41080,usa,35
1150,41084,usa,36
1151,41086,usa,42
1152,41111,usa,25
1153,41123,usa,40
1154,41155,france,41
1155,41177,usa,38
1156,41227,germany,40
1157,41347,germany,31
1158,41364,usa,34
1159,41395,canada,35
1160,41405,usa,35
1161,41425,newzealand,31
1162,41449,usa,35
1163,41450,usa,35
1164,41455,canada,35
1165,41589,usa,51
1166,41596,mexico,40
1167,41634,usa,63
1168,41646,usa,35
1169,41667,usa,35
1170,41676,usa,68
1171,41700,switzerland,42
1172,41701,france,25
1173,41718,usa,43
1174,41757,canada,58
1175,41760,usa,50
1176,41781,usa,54
1177,41831,canada,52
1178,41837,usa,35
1179,41841,canada,35
1180,41842,usa,35
1181,41854,belgium,35
1182,41911,romania,19
1183,42025,finland,29
1184,42055,usa,35
1185,42093,usa,50
1186,42099,usa,47
1187,42145,other,35
1188,42162,usa,18
1189,42274,usa,26
1190,42323,usa,35
1191,42400,australia,35
1192,42408,usa,20
1193,42410,usa,35
1194,42419,usa,33
1195,42450,usa,35
1196,42458,canada,47
1197,42459,canada,29
1198,42466,canada,38
1199,42492,usa,30
1200,42573,other,78
1201,42597,usa,52
1202,42601,usa,29
1203,42718,usa,50
1204,42798,usa,15
1205,42831,portugal,33
1206,42852,usa,24
1207,42883,usa,51
1208,42902,australia,30
1209,42914,usa,26
1210,42948,other,42
1211,43004,usa,45
1212,43006,usa,29
1213,43021,usa,35
1214,43093,usa,22
1215,43118,portugal,24
1216,43163,usa,21
1217,43282,canada,35
1218,43309,usa,42
1219,43323,usa,35
1220,43359,usa,33
1221,43397,spain,33
1222,43404,usa,43
1223,43436,usa,29
1224,43481,usa,57
1225,43595,usa,23
1226,43619,usa,26
1227,43642,usa,16
1228,43645,spain,33
1229,43678,usa,35
1230,43687,usa,27
1231,43698,usa,47
1232,43806,usa,31
1233,43807,canada,32
1234,43850,germany,34
1235,43873,other,43
1236,43901,usa,35
1237,43909,singapore,27
1238,43910,usa,43
1239,43920,usa,29
1240,43925,usa,48
1241,43962,australia,23
1242,44089,other,35
1243,44091,usa,35
1244,44190,usa,50
1245,44252,usa,28
1246,44280,usa,25
1247,44296,australia,26
1248,44297,newzealand,22
1249,44389,usa,35
1250,44404,usa,35
1251,44450,other,35
1252,44467,usa,29
1253,44535,usa,20
1254,44590,usa,30
1255,44595,canada,39
1256,44611,usa,20
1257,44647,usa,54
1258,44663,malaysia,35
1259,44727,usa,35
1260,44728,usa,31
1261,44756,usa,62
1262,44842,other,35
1263,44845,usa,29
1264,44852,usa,39
1265,44893,usa,35
1266,44925,unitedkingdom,33
1267,45042,usa,38
1268,45064,usa,35
1269,45107,usa,35
1270,45113,usa,34
1271,45255,usa,35
1272,45305,usa,33
1273,45315,usa,35
1274,45340,usa,35
1275,45359,usa,35
1276,45383,usa,51
1277,45409,usa,62
1278,45416,usa,48
1279,45418,usa,51
1280,45437,canada,27
1281,45557,usa,33
1282,45564,usa,37
1283,45641,other,2
1284,45772,usa,35
1285,45778,usa,35
1286,45879,usa,35
1287,45904,other,35
1288,45911,usa,35
1289,46003,usa,27
1290,46050,canada,39
1291,46133,usa,29
1292,46145,usa,43
1293,46154,usa,34
1294,46197,finland,26
1295,46258,usa,29
1296,46269,brazil,26
1297,46293,canada,38
1298,46297,usa,35
1299,46345,usa,53
1300,46351,france,27
1301,46374,canada,29
1302,46389,usa,55
1303,46443,usa,14
1304,46461,usa,35
1305,46472,usa,35
1306,46633,canada,23
1307,46690,switzerland,27
1308,46892,usa,35
1309,46904,usa,35
1310,46907,usa,35
1311,46909,usa,31
1312,47030,other,35
1313,47117,usa,34
1314,47118,usa,42
1315,47128,usa,33
1316,47152,usa,33
1317,47250,usa,35
1318,47279,usa,29
1319,47293,usa,41
1320,47316,usa,35
1321,47368,usa,37
1322,47396,usa,35
1323,47411,usa,45
1324,47512,italy,28
1325,47534,switzerland,45
1326,47581,unitedkingdom,35
1327,47594,usa,52
1328,47605,canada,27
1329,47609,usa,34
1330,47635,malaysia,35
1331,47743,usa,41
1332,47758,usa,49
1333,47779,usa,35
1334,47793,usa,35
1335,47807,usa,31
1336,47819,germany,32
1337,47856,canada,32
1338,47861,usa,35
1339,47971,canada,40
1340,47975,usa,37
1341,47987,usa,38
1342,48025,usa,43
1343,48037,usa,16
